"","month","town","flat_type","block","street_name","storey_range","floor_area_sqm","flat_model","lease_commence_date","remaining_lease","resale_price","unit_price","full_address"
"13769","2020-09","BEDOK","3 ROOM","107","BEDOK RESERVOIR RD","07 TO 09",67,"New Generation",1985,"64 years",288000,4298.50746268657,"107 BEDOK RESERVOIR RD Singapore"
"13770","2020-09","BEDOK","3 ROOM","625","BEDOK RESERVOIR RD","01 TO 03",68,"New Generation",1981,"59 years 06 months",280000,4117.64705882353,"625 BEDOK RESERVOIR RD Singapore"
"13771","2020-09","BEDOK","3 ROOM","619","BEDOK RESERVOIR RD","04 TO 06",68,"New Generation",1981,"59 years 06 months",3e+05,4411.76470588235,"619 BEDOK RESERVOIR RD Singapore"
"13772","2020-09","BEDOK","3 ROOM","3","BEDOK STH AVE 1","07 TO 09",59,"Improved",1976,"54 years 04 months",246000,4169.49152542373,"3 BEDOK STH AVE 1 Singapore"
"13773","2020-09","BEDOK","3 ROOM","158","BEDOK STH AVE 3","01 TO 03",64,"Simplified",1985,"64 years 02 months",268000,4187.5,"158 BEDOK STH AVE 3 Singapore"
"13774","2020-09","BEDOK","3 ROOM","18","BEDOK STH RD","13 TO 15",65,"Improved",1976,"54 years 04 months",285000,4384.61538461538,"18 BEDOK STH RD Singapore"
"13775","2020-09","BEDOK","3 ROOM","70","BEDOK STH RD","01 TO 03",67,"New Generation",1978,"56 years 04 months",259000,3865.67164179104,"70 BEDOK STH RD Singapore"
"13776","2020-09","BEDOK","3 ROOM","18","BEDOK STH RD","04 TO 06",65,"Improved",1976,"54 years 04 months",240500,3700,"18 BEDOK STH RD Singapore"
"13777","2020-09","BEDOK","3 ROOM","37","CHAI CHEE AVE","04 TO 06",66,"Improved",1983,"61 years 08 months",278000,4212.12121212121,"37 CHAI CHEE AVE Singapore"
"13778","2020-09","BEDOK","3 ROOM","20","CHAI CHEE RD","07 TO 09",65,"Improved",1972,"50 years 11 months",260000,4000,"20 CHAI CHEE RD Singapore"
"13779","2020-09","BEDOK","3 ROOM","808C","CHAI CHEE RD","10 TO 12",68,"Model A",2016,"95 years 03 months",475000,6985.29411764706,"808C CHAI CHEE RD Singapore"
"13780","2020-09","BEDOK","3 ROOM","807A","CHAI CHEE RD","10 TO 12",68,"Model A",2016,"95 years 02 months",460000,6764.70588235294,"807A CHAI CHEE RD Singapore"
"13781","2020-09","BEDOK","3 ROOM","19","CHAI CHEE RD","07 TO 09",65,"Improved",1972,"50 years 10 months",252000,3876.92307692308,"19 CHAI CHEE RD Singapore"
"13782","2020-09","BEDOK","3 ROOM","59","CHAI CHEE RD","07 TO 09",80,"Model A",1984,"62 years 04 months",325000,4062.5,"59 CHAI CHEE RD Singapore"
"13783","2020-09","BEDOK","3 ROOM","60","CHAI CHEE RD","04 TO 06",75,"Model A",1982,"61 years 02 months",305000,4066.66666666667,"60 CHAI CHEE RD Singapore"
"13784","2020-09","BEDOK","3 ROOM","807A","CHAI CHEE RD","13 TO 15",68,"Model A",2016,"95 years 02 months",498000,7323.52941176471,"807A CHAI CHEE RD Singapore"
"13785","2020-09","BEDOK","3 ROOM","20","CHAI CHEE RD","04 TO 06",65,"Improved",1972,"50 years 10 months",251000,3861.53846153846,"20 CHAI CHEE RD Singapore"
"13786","2020-09","BEDOK","3 ROOM","20","CHAI CHEE RD","10 TO 12",65,"Improved",1972,"50 years 10 months",248000,3815.38461538462,"20 CHAI CHEE RD Singapore"
"13787","2020-09","BEDOK","3 ROOM","44","CHAI CHEE ST","07 TO 09",68,"New Generation",1980,"58 years 09 months",280000,4117.64705882353,"44 CHAI CHEE ST Singapore"
"13788","2020-09","BEDOK","3 ROOM","50","CHAI CHEE ST","01 TO 03",82,"New Generation",1981,"59 years 10 months",322000,3926.82926829268,"50 CHAI CHEE ST Singapore"
"13789","2020-09","BEDOK","3 ROOM","57","NEW UPP CHANGI RD","10 TO 12",60,"Improved",1985,"64 years 02 months",275000,4583.33333333333,"57 NEW UPP CHANGI RD Singapore"
"13790","2020-09","BEDOK","3 ROOM","27","NEW UPP CHANGI RD","04 TO 06",65,"Improved",1982,"61 years 01 month",295000,4538.46153846154,"27 NEW UPP CHANGI RD Singapore"
"13791","2020-09","BEDOK","3 ROOM","30","NEW UPP CHANGI RD","10 TO 12",65,"Improved",1977,"55 years 08 months",305000,4692.30769230769,"30 NEW UPP CHANGI RD Singapore"
"13792","2020-09","BEDOK","4 ROOM","221B","BEDOK CTRL","04 TO 06",97,"Model A",2010,"88 years 08 months",642000,6618.55670103093,"221B BEDOK CTRL Singapore"
"13793","2020-09","BEDOK","4 ROOM","220A","BEDOK CTRL","07 TO 09",97,"Model A",2010,"88 years 08 months",705000,7268.0412371134,"220A BEDOK CTRL Singapore"
"13794","2020-09","BEDOK","4 ROOM","220B","BEDOK CTRL","13 TO 15",87,"Model A",2010,"88 years 08 months",675000,7758.62068965517,"220B BEDOK CTRL Singapore"
"13795","2020-09","BEDOK","4 ROOM","512","BEDOK NTH AVE 2","01 TO 03",92,"New Generation",1979,"57 years 11 months",340000,3695.65217391304,"512 BEDOK NTH AVE 2 Singapore"
"13796","2020-09","BEDOK","4 ROOM","512","BEDOK NTH AVE 2","07 TO 09",92,"New Generation",1979,"57 years 11 months",348000,3782.60869565217,"512 BEDOK NTH AVE 2 Singapore"
"13797","2020-09","BEDOK","4 ROOM","512","BEDOK NTH AVE 2","04 TO 06",92,"New Generation",1979,"57 years 10 months",330000,3586.95652173913,"512 BEDOK NTH AVE 2 Singapore"
"13798","2020-09","BEDOK","4 ROOM","408","BEDOK NTH AVE 2","04 TO 06",92,"New Generation",1980,"58 years 07 months",4e+05,4347.82608695652,"408 BEDOK NTH AVE 2 Singapore"
"13799","2020-09","BEDOK","4 ROOM","404","BEDOK NTH AVE 3","07 TO 09",92,"New Generation",1980,"58 years 08 months",420000,4565.21739130435,"404 BEDOK NTH AVE 3 Singapore"
"13800","2020-09","BEDOK","4 ROOM","507","BEDOK NTH AVE 3","07 TO 09",92,"New Generation",1978,"57 years 03 months",4e+05,4347.82608695652,"507 BEDOK NTH AVE 3 Singapore"
"13801","2020-09","BEDOK","4 ROOM","404","BEDOK NTH AVE 3","04 TO 06",92,"New Generation",1980,"58 years 07 months",380000,4130.4347826087,"404 BEDOK NTH AVE 3 Singapore"
"13802","2020-09","BEDOK","4 ROOM","95","BEDOK NTH AVE 4","07 TO 09",92,"New Generation",1979,"57 years 09 months",350000,3804.34782608696,"95 BEDOK NTH AVE 4 Singapore"
"13803","2020-09","BEDOK","4 ROOM","707","BEDOK NTH RD","07 TO 09",91,"New Generation",1980,"59 years 03 months",405000,4450.54945054945,"707 BEDOK NTH RD Singapore"
"13804","2020-09","BEDOK","4 ROOM","121","BEDOK NTH RD","07 TO 09",92,"New Generation",1978,"56 years 06 months",390000,4239.13043478261,"121 BEDOK NTH RD Singapore"
"13805","2020-09","BEDOK","4 ROOM","79","BEDOK NTH RD","10 TO 12",91,"New Generation",1978,"56 years 09 months",364000,4000,"79 BEDOK NTH RD Singapore"
"13806","2020-09","BEDOK","4 ROOM","78","BEDOK NTH RD","01 TO 03",91,"New Generation",1978,"56 years 09 months",345000,3791.20879120879,"78 BEDOK NTH RD Singapore"
"13807","2020-09","BEDOK","4 ROOM","421","BEDOK NTH RD","04 TO 06",92,"New Generation",1979,"57 years 04 months",365000,3967.39130434783,"421 BEDOK NTH RD Singapore"
"13808","2020-09","BEDOK","4 ROOM","705","BEDOK NTH RD","07 TO 09",91,"New Generation",1980,"59 years 02 months",408000,4483.51648351648,"705 BEDOK NTH RD Singapore"
"13809","2020-09","BEDOK","4 ROOM","132","BEDOK NTH ST 2","10 TO 12",92,"New Generation",1978,"56 years 07 months",408000,4434.78260869565,"132 BEDOK NTH ST 2 Singapore"
"13810","2020-09","BEDOK","4 ROOM","547","BEDOK NTH ST 3","13 TO 15",95,"New Generation",1980,"58 years 09 months",380000,4000,"547 BEDOK NTH ST 3 Singapore"
"13811","2020-09","BEDOK","4 ROOM","547","BEDOK NTH ST 3","10 TO 12",92,"New Generation",1980,"58 years 09 months",368000,4000,"547 BEDOK NTH ST 3 Singapore"
"13812","2020-09","BEDOK","4 ROOM","543","BEDOK NTH ST 3","04 TO 06",92,"New Generation",1980,"58 years 09 months",325000,3532.60869565217,"543 BEDOK NTH ST 3 Singapore"
"13813","2020-09","BEDOK","4 ROOM","142","BEDOK RESERVOIR RD","07 TO 09",84,"Simplified",1986,"65 years 03 months",373000,4440.47619047619,"142 BEDOK RESERVOIR RD Singapore"
"13814","2020-09","BEDOK","4 ROOM","626","BEDOK RESERVOIR RD","01 TO 03",92,"New Generation",1981,"59 years 07 months",388000,4217.39130434783,"626 BEDOK RESERVOIR RD Singapore"
"13815","2020-09","BEDOK","4 ROOM","723","BEDOK RESERVOIR RD","04 TO 06",111,"Model A",1984,"63 years",456000,4108.10810810811,"723 BEDOK RESERVOIR RD Singapore"
"13816","2020-09","BEDOK","4 ROOM","142","BEDOK RESERVOIR RD","04 TO 06",84,"Simplified",1986,"65 years 03 months",335000,3988.09523809524,"142 BEDOK RESERVOIR RD Singapore"
"13817","2020-09","BEDOK","4 ROOM","118","BEDOK RESERVOIR RD","04 TO 06",91,"New Generation",1985,"63 years 10 months",350000,3846.15384615385,"118 BEDOK RESERVOIR RD Singapore"
"13818","2020-09","BEDOK","4 ROOM","140","BEDOK RESERVOIR RD","04 TO 06",84,"Simplified",1986,"65 years",340000,4047.61904761905,"140 BEDOK RESERVOIR RD Singapore"
"13819","2020-09","BEDOK","4 ROOM","603","BEDOK RESERVOIR RD","04 TO 06",98,"New Generation",1982,"60 years 08 months",388000,3959.18367346939,"603 BEDOK RESERVOIR RD Singapore"
"13820","2020-09","BEDOK","4 ROOM","106","BEDOK RESERVOIR RD","04 TO 06",91,"New Generation",1985,"63 years 11 months",375000,4120.87912087912,"106 BEDOK RESERVOIR RD Singapore"
"13821","2020-09","BEDOK","4 ROOM","133","BEDOK RESERVOIR RD","07 TO 09",103,"Model A",1987,"65 years 04 months",415000,4029.12621359223,"133 BEDOK RESERVOIR RD Singapore"
"13822","2020-09","BEDOK","4 ROOM","149","BEDOK RESERVOIR RD","04 TO 06",85,"Simplified",1987,"65 years 08 months",345000,4058.82352941176,"149 BEDOK RESERVOIR RD Singapore"
"13823","2020-09","BEDOK","4 ROOM","613B","BEDOK RESERVOIR RD","13 TO 15",102,"Model A",1998,"76 years 05 months",485000,4754.90196078431,"613B BEDOK RESERVOIR RD Singapore"
"13824","2020-09","BEDOK","4 ROOM","767","BEDOK RESERVOIR VIEW","16 TO 18",107,"Premium Apartment",2000,"79 years 04 months",555000,5186.91588785047,"767 BEDOK RESERVOIR VIEW Singapore"
"13825","2020-09","BEDOK","4 ROOM","767","BEDOK RESERVOIR VIEW","07 TO 09",105,"Premium Apartment",2000,"79 years 04 months",545000,5190.47619047619,"767 BEDOK RESERVOIR VIEW Singapore"
"13826","2020-09","BEDOK","4 ROOM","37","BEDOK STH AVE 2","16 TO 18",84,"Improved",1977,"56 years 01 month",333000,3964.28571428571,"37 BEDOK STH AVE 2 Singapore"
"13827","2020-09","BEDOK","4 ROOM","37","BEDOK STH AVE 2","16 TO 18",84,"Improved",1977,"56 years",360000,4285.71428571429,"37 BEDOK STH AVE 2 Singapore"
"13828","2020-09","BEDOK","4 ROOM","35","BEDOK STH AVE 2","13 TO 15",90,"Improved",1977,"56 years",347000,3855.55555555556,"35 BEDOK STH AVE 2 Singapore"
"13829","2020-09","BEDOK","4 ROOM","7","BEDOK STH AVE 2","01 TO 03",82,"Improved",1976,"54 years 04 months",320000,3902.43902439024,"7 BEDOK STH AVE 2 Singapore"
"13830","2020-09","BEDOK","4 ROOM","35","BEDOK STH AVE 2","04 TO 06",90,"Improved",1977,"56 years",320000,3555.55555555556,"35 BEDOK STH AVE 2 Singapore"
"13831","2020-09","BEDOK","4 ROOM","37","BEDOK STH AVE 2","07 TO 09",84,"Improved",1977,"56 years",310000,3690.47619047619,"37 BEDOK STH AVE 2 Singapore"
"13832","2020-09","BEDOK","4 ROOM","157","BEDOK STH AVE 3","01 TO 03",83,"Simplified",1985,"63 years 07 months",325000,3915.66265060241,"157 BEDOK STH AVE 3 Singapore"
"13833","2020-09","BEDOK","4 ROOM","44","BEDOK STH RD","13 TO 15",84,"Improved",1977,"56 years 01 month",368000,4380.95238095238,"44 BEDOK STH RD Singapore"
"13834","2020-09","BEDOK","4 ROOM","44","BEDOK STH RD","07 TO 09",84,"Improved",1977,"56 years 01 month",370000,4404.7619047619,"44 BEDOK STH RD Singapore"
"13835","2020-09","BEDOK","4 ROOM","43","BEDOK STH RD","04 TO 06",84,"Improved",1977,"56 years",312000,3714.28571428571,"43 BEDOK STH RD Singapore"
"13836","2020-09","BEDOK","4 ROOM","807C","CHAI CHEE RD","13 TO 15",93,"Model A",2016,"95 years 03 months",648000,6967.74193548387,"807C CHAI CHEE RD Singapore"
"13837","2020-09","BEDOK","4 ROOM","808C","CHAI CHEE RD","07 TO 09",93,"Model A",2016,"95 years 03 months",615000,6612.90322580645,"808C CHAI CHEE RD Singapore"
"13838","2020-09","BEDOK","4 ROOM","61","CHAI CHEE RD","10 TO 12",91,"New Generation",1982,"61 years 01 month",385000,4230.76923076923,"61 CHAI CHEE RD Singapore"
"13839","2020-09","BEDOK","4 ROOM","11","CHAI CHEE RD","10 TO 12",101,"Model A",2001,"79 years 06 months",480000,4752.47524752475,"11 CHAI CHEE RD Singapore"
"13840","2020-09","BEDOK","4 ROOM","808A","CHAI CHEE RD","13 TO 15",93,"Model A",2016,"95 years 03 months",675000,7258.06451612903,"808A CHAI CHEE RD Singapore"
"13841","2020-09","BEDOK","4 ROOM","808C","CHAI CHEE RD","07 TO 09",93,"Model A",2016,"95 years 02 months",655000,7043.01075268817,"808C CHAI CHEE RD Singapore"
"13842","2020-09","BEDOK","4 ROOM","10","CHAI CHEE RD","13 TO 15",96,"Model A",2001,"79 years 05 months",545000,5677.08333333333,"10 CHAI CHEE RD Singapore"
"13843","2020-09","BEDOK","4 ROOM","59","CHAI CHEE RD","07 TO 09",104,"Model A",1984,"62 years 04 months",442880,4258.46153846154,"59 CHAI CHEE RD Singapore"
"13844","2020-09","BEDOK","4 ROOM","62","NEW UPP CHANGI RD","10 TO 12",92,"New Generation",1978,"56 years 09 months",415000,4510.86956521739,"62 NEW UPP CHANGI RD Singapore"
"13845","2020-09","BEDOK","4 ROOM","52","NEW UPP CHANGI RD","16 TO 18",84,"Improved",1977,"56 years",350000,4166.66666666667,"52 NEW UPP CHANGI RD Singapore"
"13846","2020-09","BEDOK","4 ROOM","62","NEW UPP CHANGI RD","07 TO 09",92,"New Generation",1978,"56 years 08 months",420000,4565.21739130435,"62 NEW UPP CHANGI RD Singapore"
"13847","2020-09","BEDOK","5 ROOM","220B","BEDOK CTRL","16 TO 18",112,"Improved",2010,"88 years 09 months",845000,7544.64285714286,"220B BEDOK CTRL Singapore"
"13848","2020-09","BEDOK","5 ROOM","220B","BEDOK CTRL","04 TO 06",112,"Improved",2010,"88 years 08 months",825888,7374,"220B BEDOK CTRL Singapore"
"13849","2020-09","BEDOK","5 ROOM","413","BEDOK NTH AVE 2","04 TO 06",119,"Improved",1979,"57 years 09 months",550000,4621.8487394958,"413 BEDOK NTH AVE 2 Singapore"
"13850","2020-09","BEDOK","5 ROOM","413","BEDOK NTH AVE 2","07 TO 09",119,"Improved",1979,"57 years 09 months",548000,4605.04201680672,"413 BEDOK NTH AVE 2 Singapore"
"13851","2020-09","BEDOK","5 ROOM","414","BEDOK NTH AVE 2","16 TO 18",119,"Improved",1978,"57 years 02 months",565000,4747.89915966387,"414 BEDOK NTH AVE 2 Singapore"
"13852","2020-09","BEDOK","5 ROOM","413","BEDOK NTH AVE 2","25 TO 27",119,"Improved",1979,"57 years 09 months",620000,5210.08403361345,"413 BEDOK NTH AVE 2 Singapore"
"13853","2020-09","BEDOK","5 ROOM","98","BEDOK NTH AVE 4","19 TO 21",120,"Standard",1978,"57 years 03 months",550000,4583.33333333333,"98 BEDOK NTH AVE 4 Singapore"
"13854","2020-09","BEDOK","5 ROOM","112","BEDOK NTH RD","04 TO 06",117,"Standard",1978,"56 years 10 months",425000,3632.47863247863,"112 BEDOK NTH RD Singapore"
"13855","2020-09","BEDOK","5 ROOM","111","BEDOK NTH RD","13 TO 15",117,"Standard",1978,"56 years 09 months",470000,4017.09401709402,"111 BEDOK NTH RD Singapore"
"13856","2020-09","BEDOK","5 ROOM","118","BEDOK NTH ST 2","16 TO 18",123,"Standard",1978,"56 years 07 months",608000,4943.08943089431,"118 BEDOK NTH ST 2 Singapore"
"13857","2020-09","BEDOK","5 ROOM","91","BEDOK NTH ST 4","10 TO 12",117,"Standard",1978,"56 years 09 months",460000,3931.62393162393,"91 BEDOK NTH ST 4 Singapore"
"13858","2020-09","BEDOK","5 ROOM","747B","BEDOK RESERVOIR CRES","13 TO 15",105,"DBSS",2014,"93 years",796000,7580.95238095238,"747B BEDOK RESERVOIR CRES Singapore"
"13859","2020-09","BEDOK","5 ROOM","747C","BEDOK RESERVOIR CRES","10 TO 12",109,"DBSS",2014,"93 years",856000,7853.21100917431,"747C BEDOK RESERVOIR CRES Singapore"
"13860","2020-09","BEDOK","5 ROOM","747C","BEDOK RESERVOIR CRES","10 TO 12",105,"DBSS",2014,"93 years",840000,8000,"747C BEDOK RESERVOIR CRES Singapore"
"13861","2020-09","BEDOK","5 ROOM","748A","BEDOK RESERVOIR CRES","07 TO 09",105,"DBSS",2014,"93 years",782000,7447.61904761905,"748A BEDOK RESERVOIR CRES Singapore"
"13862","2020-09","BEDOK","5 ROOM","748C","BEDOK RESERVOIR CRES","07 TO 09",105,"DBSS",2014,"93 years",755000,7190.47619047619,"748C BEDOK RESERVOIR CRES Singapore"
"13863","2020-09","BEDOK","5 ROOM","104","BEDOK RESERVOIR RD","04 TO 06",121,"Improved",1985,"63 years 11 months",440000,3636.36363636364,"104 BEDOK RESERVOIR RD Singapore"
"13864","2020-09","BEDOK","5 ROOM","605","BEDOK RESERVOIR RD","01 TO 03",121,"Improved",1982,"60 years 08 months",430000,3553.71900826446,"605 BEDOK RESERVOIR RD Singapore"
"13865","2020-09","BEDOK","5 ROOM","717","BEDOK RESERVOIR RD","04 TO 06",140,"Model A-Maisonette",1984,"62 years 04 months",7e+05,5000,"717 BEDOK RESERVOIR RD Singapore"
"13866","2020-09","BEDOK","5 ROOM","101","BEDOK RESERVOIR RD","10 TO 12",123,"Improved",1985,"63 years 10 months",470000,3821.13821138211,"101 BEDOK RESERVOIR RD Singapore"
"13867","2020-09","BEDOK","5 ROOM","31","BEDOK STH AVE 2","25 TO 27",118,"Standard",1978,"56 years 07 months",620000,5254.23728813559,"31 BEDOK STH AVE 2 Singapore"
"13868","2020-09","BEDOK","5 ROOM","68","BEDOK STH AVE 3","04 TO 06",123,"Standard",1977,"56 years 01 month",5e+05,4065.0406504065,"68 BEDOK STH AVE 3 Singapore"
"13869","2020-09","BEDOK","5 ROOM","19","BEDOK STH RD","22 TO 24",114,"Standard",1976,"54 years 05 months",630000,5526.31578947368,"19 BEDOK STH RD Singapore"
"13870","2020-09","BEDOK","5 ROOM","26","CHAI CHEE RD","04 TO 06",122,"Improved",1993,"71 years 08 months",625000,5122.95081967213,"26 CHAI CHEE RD Singapore"
"13871","2020-09","BEDOK","5 ROOM","2","CHAI CHEE RD","07 TO 09",133,"Model A",1983,"62 years 01 month",535000,4022.55639097744,"2 CHAI CHEE RD Singapore"
"13872","2020-09","BEDOK","5 ROOM","1","CHAI CHEE RD","07 TO 09",133,"Model A",1983,"61 years 11 months",533000,4007.51879699248,"1 CHAI CHEE RD Singapore"
"13873","2020-09","BEDOK","5 ROOM","114","LENGKONG TIGA","07 TO 09",130,"Improved",1989,"67 years 05 months",770000,5923.07692307692,"114 LENGKONG TIGA Singapore"
"13874","2020-09","BEDOK","5 ROOM","60","NEW UPP CHANGI RD","07 TO 09",118,"Standard",1977,"55 years 10 months",550000,4661.01694915254,"60 NEW UPP CHANGI RD Singapore"
"13875","2020-09","BEDOK","EXECUTIVE","94C","BEDOK NTH AVE 4","01 TO 03",143,"Apartment",1993,"71 years 09 months",620000,4335.66433566434,"94C BEDOK NTH AVE 4 Singapore"
"13876","2020-09","BEDOK","EXECUTIVE","137","BEDOK RESERVOIR RD","01 TO 03",151,"Maisonette",1987,"65 years 05 months",598000,3960.26490066225,"137 BEDOK RESERVOIR RD Singapore"
"13877","2020-09","BEDOK","EXECUTIVE","636","BEDOK RESERVOIR RD","01 TO 03",144,"Apartment",1993,"71 years 09 months",6e+05,4166.66666666667,"636 BEDOK RESERVOIR RD Singapore"
"13878","2020-09","BEDOK","EXECUTIVE","145","BEDOK RESERVOIR RD","04 TO 06",143,"Maisonette",1987,"65 years 06 months",6e+05,4195.8041958042,"145 BEDOK RESERVOIR RD Singapore"
"13879","2020-09","BEDOK","EXECUTIVE","633","BEDOK RESERVOIR RD","07 TO 09",144,"Apartment",1993,"71 years 08 months",750000,5208.33333333333,"633 BEDOK RESERVOIR RD Singapore"
"13880","2020-09","BEDOK","EXECUTIVE","130","BEDOK RESERVOIR RD","10 TO 12",143,"Maisonette",1987,"65 years 05 months",625000,4370.62937062937,"130 BEDOK RESERVOIR RD Singapore"
"13881","2020-09","BEDOK","EXECUTIVE","640","BEDOK RESERVOIR RD","13 TO 15",146,"Apartment",1993,"72 years 03 months",818000,5602.7397260274,"640 BEDOK RESERVOIR RD Singapore"
"13882","2020-09","BEDOK","EXECUTIVE","167","BEDOK STH AVE 3","07 TO 09",158,"Apartment",1986,"64 years 07 months",752888,4765.11392405063,"167 BEDOK STH AVE 3 Singapore"
"13883","2020-09","BEDOK","EXECUTIVE","665","JLN DAMAI","07 TO 09",146,"Maisonette",1996,"75 years 01 month",770000,5273.97260273973,"665 JLN DAMAI Singapore"
"13884","2020-09","BEDOK","EXECUTIVE","661","JLN DAMAI","10 TO 12",145,"Apartment",1996,"75 years 03 months",745000,5137.93103448276,"661 JLN DAMAI Singapore"
"13885","2020-09","BEDOK","EXECUTIVE","661","JLN DAMAI","01 TO 03",145,"Apartment",1996,"75 years 03 months",735000,5068.96551724138,"661 JLN DAMAI Singapore"
"13886","2020-09","BEDOK","EXECUTIVE","105","LENGKONG TIGA","01 TO 03",149,"Maisonette",1989,"67 years 04 months",855000,5738.25503355705,"105 LENGKONG TIGA Singapore"
"13887","2020-09","BISHAN","3 ROOM","121","BISHAN ST 12","04 TO 06",64,"Simplified",1986,"64 years 10 months",328000,5125,"121 BISHAN ST 12 Singapore"
"13888","2020-09","BISHAN","3 ROOM","115","BISHAN ST 12","07 TO 09",64,"Simplified",1986,"64 years 05 months",415000,6484.375,"115 BISHAN ST 12 Singapore"
"13889","2020-09","BISHAN","3 ROOM","184","BISHAN ST 13","01 TO 03",64,"Simplified",1988,"66 years 05 months",4e+05,6250,"184 BISHAN ST 13 Singapore"
"13890","2020-09","BISHAN","3 ROOM","306","SHUNFU RD","01 TO 03",73,"New Generation",1985,"63 years 05 months",395000,5410.95890410959,"306 SHUNFU RD Singapore"
"13891","2020-09","BISHAN","3 ROOM","22","SIN MING RD","10 TO 12",68,"Improved",1973,"52 years 01 month",238000,3500,"22 SIN MING RD Singapore"
"13892","2020-09","BISHAN","3 ROOM","24","SIN MING RD","04 TO 06",65,"Improved",1973,"52 years 01 month",256000,3938.46153846154,"24 SIN MING RD Singapore"
"13893","2020-09","BISHAN","4 ROOM","145","BISHAN ST 11","07 TO 09",84,"Simplified",1987,"66 years 02 months",445000,5297.61904761905,"145 BISHAN ST 11 Singapore"
"13894","2020-09","BISHAN","4 ROOM","116","BISHAN ST 12","01 TO 03",84,"Simplified",1985,"64 years 02 months",475000,5654.7619047619,"116 BISHAN ST 12 Singapore"
"13895","2020-09","BISHAN","4 ROOM","127","BISHAN ST 12","04 TO 06",83,"Simplified",1986,"65 years 03 months",488000,5879.51807228916,"127 BISHAN ST 12 Singapore"
